,Unnamed: 0,badge,firstname,lastname,middle,scopus,score,match_1
4423,4423,223925,Alexander,Clement,J,55531945500,0.974358974,Alexander J. Clement
4427,4427,224677,Rueben,Mendelsberg,J,23480146100,0.975609756,Rueben J. Mendelsberg
4429,4429,224987,Yan,Li,,56052635600,1,Yan Li
4431,4431,226481,Tareq,Malas,M,55681754300,0.916666667,Tareq Malas
4434,4434,225071,Cengiz,Karakoyunlu,,55490161100,1,Cengiz Karakoyunlu
4435,4435,225265,Palden,Lama,,36613356000,1,Palden Lama
4458,4458,225114,Aaron,Knock,,55814696800,1,Aaron Knock
4460,4460,225420,Sriram,Lakshminarasimhan,,50661750900,1,Sriram Lakshminarasimhan
4462,4462,225566,Lei,Zhao,,7404456036,0.933333333,Li Zhao
4463,4463,225155,Jun,Yi,,26634438500,1,Jun Yi
4470,4470,225318,Xu,Zhang,,55941474500,1,Xu Zhang
4471,4471,225497,Yin-Wei,Cheng,,56072966600,0.923076923,Yin Wei Cheng
4474,4474,225688,Jingyuan,Wang,,54794618700,1,Jingyuan Wang
4480,4480,225183,Howard,Dobbs,A,55837923900,0.965517241,Howard A. Dobbs
4492,4492,225691,Xuan,Zhou,,56236103300,1,Xuan Zhou
4493,4493,225392,Luis,Abrego,S,55927930800,0.916666667,Luis Abrego
4512,4512,225461,Charles,Zogzas,E,56366737000,0.96969697,Charles E. Zogzas
4513,4513,225764,Gun,An,,56397771800,0.923076923,Gun Ahn
4517,4517,225511,Eric,Schendel,R,36167198700,0.967741935,Eric R. Schendel
4518,4518,226524,Lei,Wang,,54399604100,1,Lei Wang
4520,4520,225880,Gengyang,Sun,,55906544500,1,Gengyang Sun
4526,4526,226130,Zheng,Hu,,56410228600,1,Zheng Hu
4537,4537,226074,Jie,Liu,,56431592200,1,Jie Liu
4548,4548,226014,Michael,Burkhart,C,56094628500,0.972972973,Michael C. Burkhart
4557,4557,226221,Pavlo,Rudenko,,38862693500,1,Pavlo Rudenko
4566,4566,226494,Mark,Anderson,R,35567460500,0.928571429,Mark Anderson
4570,4570,219236,Eric,Dieckman,S,54967197100,0.928571429,Eric Dieckman
4577,4577,1989,Dieter,Gruen,M,7006801789,0.965517241,Dieter M. Gruen
4595,4595,17388,Jules,Routbort,L,7005685867,0.96969697,Jules L. Routbort
4596,4596,20635,John,Carpenter,M,7402041031,0.96969697,John M. Carpenter
4598,4598,23910,Robert,Birtcher,C,7005854029,0.971428571,Robert C. Birtcher
4602,4602,25709,Richard,Carhart,A,7004321079,0.971428571,Richard A. Carhart
4603,4603,26352,Ralph,Leonard,A,7202184228,0.928571429,Ralph Leonard
4607,4607,29752,Chandrakant,Panchal,B,7006831600,0.976744186,Chandrakant B. Panchal
4609,4609,30030,Robert,Larsen,P,35508580800,0.928571429,Robert Larsen
4612,4612,31580,Robert,Lyczkowski,W,7005839625,0.974358974,Robert W. Lyczkowski
4615,4615,36221,Keng,Leong,H,35566332500,0.96,Keng H. Leong
4616,4616,36305,Rex,Skodje,T,7003912705,0.96,Rex T. Skodje
4622,4622,41168,Christopher,Lister,J,7102973149,0.975609756,Christopher J. Lister
4623,4623,41809,John,Veil,A,7004526875,0.956521739,John A. Veil
4624,4624,41577,Wah-Keat,Lee,,7407082700,0.916666667,Wah Keat Lee
4626,4626,41827,Brian,Tieman,J,6603515197,0.923076923,Brian Tieman
4630,4630,45096,David,Francis,R,7401512474,0.928571429,David Francis
4633,4633,45902,Joseph,Pomykala,A,6603236265,0.971428571,Joseph A. Pomykala
4635,4635,47997,George,Klopp,T,6603610410,0.923076923,George Klopp
4637,4637,49026,Ruben,Khachatryan,,6603559970,1,Ruben Khachatryan
4638,4638,85102,John,Quintana,P,7102071693,0.967741935,John P. Quintana
4639,4639,85129,Stephen,Sutton,R,7202739945,0.96969697,Stephen R. Sutton
4640,4640,85159,Paul,Zschack,,6701442854,1,Paul Zschack
4641,4641,49766,Mark,Cunningham,A,7402829572,0.971428571,Mark A. Cunningham
4643,4643,50254,Jasmina,Hranisavljevic,,7003709987,1,Jasmina Hranisavljevic
4644,4644,85309,Thomas,Albrecht-Schmitt,E,7003475670,0.980392157,Thomas E. Albrecht-Schmitt
4647,4647,50807,Margaret,Goldberg,M,9245529000,0.974358974,Margaret M. Goldberg
4648,4648,51222,Ryan,Miller,L,56125766300,0.962962963,Ryan L. Miller
4652,4652,52552,Jason,Kwon,C,35264574700,0.96,Jason C. Kwon
4655,4655,87490,Derek,Yoder,W,16053620000,0.962962963,Derek W. Yoder
4658,4658,53220,Michael,Russell,P,35472991400,0.9375,Michael Russell
4659,4659,87986,Klaus,Attenkofer,,6602496053,1,Klaus Attenkofer
4660,4660,53376,Ulrich,Lienert,,7004841652,1,Ulrich Lienert
4661,4661,53700,Sun-Ho,Kang,,35795654700,0.909090909,Sun Ho Kang
4663,4663,88391,Bhoopesh,Mishra,,8358783500,1,Bhoopesh Mishra
4665,4665,88477,Daniel,Hennessy,C,15076530900,0.971428571,Daniel C. Hennessy
4666,4666,54073,Yasuo,Ito,,55467312600,1,Yasuo Ito
4667,4667,53852,Liaohai,Chen,,8944217300,1,Liaohai Chen
4669,4669,54300,John,Bahns,T,6603292238,0.96,John T. Bahns
4670,4670,54359,Suhas,Niyogi,G,7005034656,0.965517241,Suhas G. Niyogi
4671,4671,63441,Darren,Locke,R,36153031300,0.965517241,Darren R. Locke
4672,4672,63207,Guangming,Luo,,56539218400,1,Guangming Luo
4674,4674,54947,Donna,Mielke,L,35840982600,0.965517241,Donna L. Mielke
4677,4677,55672,Jia,Li,,27168928900,1,Jia Li
4679,4679,55581,David,Minh,D,8915261500,0.923076923,David D L Minh
4681,4681,55594,Andrew,Lyons,M,8243359800,0.923076923,Andrew Lyons
4682,4682,65632,Sevda,Avci,,22939979700,1,Sevda Avci
4684,4684,55935,Yusong,Wang,,37058109200,1,Yusong Wang
4685,4685,56576,Scott,Marley,T,23098118500,0.965517241,Scott T. Marley
4688,4688,56141,Martin,Melhus,F,35173520700,0.967741935,Martin F. Melhus
4691,4691,56242,Ruobing,Xie,,41461921000,1,Ruobing Xie
4692,4692,66206,Janet,Wolford,L,36547206100,0.967741935,Janet L. Wolford
4697,4697,58908,Zhijun,Chen,,55705703400,1,Zhijun Chen
4698,4698,216531,David,Dixon,A,35395147000,0.962962963,David A. Dixon
4699,4699,56873,Guang,Feng,,35221265300,1,Guang Feng
4700,4700,66999,Lili,Gao,,55347248400,1,Lili Gao
4701,4701,56590,Karoly,Nemeth,,55398385800,1,Karoly Nemeth
4704,4704,59615,James,Rondinelli,M,14038210000,0.972972973,James M. Rondinelli
4710,4710,57016,Matthew,DeJongh,,6507827636,1,Matthew DeJongh
4711,4711,67835,Travis,Bray,H,12781667900,0.962962963,Travis H. Bray
4712,4712,217974,Lei,Chang,,7404274825,1,Lei Chang
4714,4714,57659,Daniel,Bocci,J,55547512100,0.923076923,Daniel Bocci
4715,4715,58860,Steffen,Mueller,,35253906900,1,Steffen Mueller
4716,4716,68368,Kristen,Pappacena,E,15757873700,0.974358974,Kristen E. Pappacena
4717,4717,57137,Michael,Pierce,S,8347546100,0.96969697,Michael S. Pierce
4718,4718,33764,Totju,Totev,L,6701659331,0.916666667,Totju Totev
4719,4719,68638,Rodrigo,Lobo,J,36706091400,0.965517241,Rodrigo J. Lobo
4720,4720,57304,Justice,Alaboson,M,35811840500,0.947368421,Justice M P Alaboson
4723,4723,212115,Hermilo,Hernandez Noyola,,54961998800,0.958333333,Hermilo Hernandez-Noyola
4724,4724,57502,Gang,Li,,56321423200,1,Gang Li
4725,4725,69089,Qiyin,Lin,,24587402900,1,Qiyin Lin
4731,4731,57627,Minna,Krejci,R,37112402800,0.965517241,Minna R. Krejci
4733,4733,57696,John,Prindle,C,8443905000,0.965517241,John C. Prindle
4735,4735,81718,Ryan,Nelson,C,22135569700,0.962962963,Ryan C. Nelson
4736,4736,57769,Chaiya,Prasittichai,,35280702300,1,Chaiya Prasittichai
4739,4739,57890,Seung Woo,Son,,56421330300,1,Seung Woo Son
4740,4740,57865,Harish,Naik,G,35748807300,0.916666667,Harish Naik
4743,4743,81282,Andrew,Stickrath,B,6506736717,0.972972973,Andrew B. Stickrath
4744,4744,57735,Jason,Cope,M,7004597196,0.96,Jason M. Cope
4745,4745,219251,Edgar,Solomonik,V,6507565755,0.9375,Edgar Solomonik
4746,4746,57822,Staci,Wegener,L,7005880216,0.967741935,Staci L. Wegener
4751,4751,81713,Zheng,Li,,55788155400,1,Zheng Li
4754,4754,59833,Keenan,Avers,E,54965975900,0.923076923,Keenan Avers
4755,4755,58092,Nima,Jahedi,,35976335700,1,Nima Jahedi
4756,4756,81917,Melanie,Francisco,C,24733980600,0.974358974,Melanie C. Francisco
4759,4759,58297,Faisal,Mehmood,,6506183266,1,Faisal Mehmood
4763,4763,58400,Matthieu,Chollet,C,6701866105,0.972972973,Matthieu C. Chollet
4769,4769,59671,Viktor,Vajda,,56543179700,1,Viktor Vajda
4770,4770,58633,Steven,Girard,N,25624494900,0.967741935,Steven N. Girard
4771,4771,58275,Fang,Yuan,,55204477800,1,Fang Yuan
4772,4772,58594,Chao,Wang,,56416537400,1,Chao Wang
4775,4775,58580,Marcin,Sikorski,,7006300181,1,Marcin Sikorski
4777,4777,58608,Swaminathan,Subramanian,,37121136400,0.936170213,Swami Nathan Subramanian
4779,4779,82824,Ryan,Ahern,R,52163247100,0.909090909,Ryan Ahern
4782,4782,83254,Ayan,Kar,,24490751400,1,Ayan Kar
4784,4784,58637,David,Smith,S,55553742379,0.962962963,David S. Smith
4786,4786,59985,Menghan,Wang,,55307661700,1,Menghan Wang
4787,4787,59486,Andrew,Rogers,M,35500372100,0.928571429,Andrew Rogers
4789,4789,58847,Iltai,Kim,,26637740500,1,Iltai Kim
4792,4792,59751,Briana,Reprogle,M,35208803200,0.971428571,Briana M. Reprogle
4793,4793,218840,Hewu,Wang,,12804933100,1,Hewu Wang
4794,4794,59048,Seoksu,Moon,,15052353100,1,Seoksu Moon
4795,4795,58799,Ashley,Masoner,P,35262685300,0.933333333,Ashley Masoner
4796,4796,59382,Sebastian,Gliga,,16041958100,1,Sebastian Gliga
4797,4797,58976,Hong Jun,Kim,,55749359600,1,Hong Jun Kim
4798,4798,217846,Daniel,Schick,M,7004698420,0.928571429,Daniel Schick
4799,4799,59020,Ashutosh,Mahajan,,36449578800,1,Ashutosh Mahajan
4800,4800,58996,Te-Yu,Chien,,35331845500,0.952380952,TeYu Chien
4801,4801,58887,Li,Gao,,56525731700,1,Li Gao
4802,4802,58892,Dapeng,Wang,,56397275900,1,Dapeng Wang
4803,4803,58896,Patricia,Gillenwater,S,54882435600,0.977777778,Patricia S. Gillenwater
4805,4805,59167,Sheng,Peng,,7403589939,1,Sheng Peng
4806,4806,58986,Junyue,Wang,,8949887200,1,Junyue Wang
4809,4809,58869,Noel,Giebink,C,13002686900,0.965517241,Noel C. Giebink
4810,4810,59211,Ziming,Zheng,,24767254600,1,Ziming Zheng
4812,4812,59517,Fengqi,You,,24451544800,1,Fengqi You
4813,4813,205597,David,Chamulak,A,15925155600,0.96969697,David A. Chamulak
4818,4818,59612,Xusheng,Zhang,,56068375300,1,Xusheng Zhang
4820,4820,59427,Seon Woo,Lee,,53164253600,1,Seon Woo Lee
4822,4822,84552,Carolina,Gomez,,7201698285,1,Carolina Gomez
4823,4823,59430,Yu-Chih,Tseng,,7202711018,0.923076923,Yu Chih Tseng
4829,4829,59563,Kyu,Baek,S,55883089300,0.909090909,Kyu Suk Baek
4830,4830,59454,Gary,Koenig,M,16042774500,0.962962963,Gary M. Koenig
4831,4831,84663,Moritz,Schmidt,,55472613300,1,Moritz Schmidt
4832,4832,59629,Xiaohui,Zhan,,15823233800,1,Xiaohui Zhan
4838,4838,84828,Pussana,Hirunsit,,22953414700,1,Pussana Hirunsit
4839,4839,59557,Kyung,Chon,H,55319442800,0.916666667,Kyung Ho Cho
4840,4840,84654,Dan,Zhao,,55252155200,1,Dan Zhao
4841,4841,59460,Sung,Cho,,35200392500,1,Sung Cho
4842,4842,59630,Dongxia,Liu,,55506193900,1,Dongxia Liu
4845,4845,59548,Joseph,Smerdon,A,8287453000,0.96969697,Joseph A. Smerdon
4846,4846,59739,William,Massover,,6701524194,0.914285714,William H. Massover
4847,4847,59472,Angela,Tisch,R,37113221300,0.965517241,Angela R. Tisch
4850,4850,205850,David,Stone,A,10339617800,0.962962963,David A. Stone
4852,4852,59503,Ryan,Dowdy,S,35182839200,0.96,Ryan S. Dowdy
4853,4853,59508,Jianguo,Ren,,8984405900,1,Jianguo Ren
4857,4857,59527,Dario,Antonio,,24758054900,1,Dario Antonio
4858,4858,206187,Lisa,LaRocco,A,55829791100,0.965517241,Lisa A. LaRocco
4861,4861,215821,Deepkishore,Mukhopadhyay,,50162057700,1,Deepkishore Mukhopadhyay
4864,4864,59592,Alex,Mason,M,42961928000,0.909090909,Alex Mason
4866,4866,215528,Sheng,Chao,,25959905700,1,Sheng Chao
4867,4867,59843,Aiqing,Chen,,8677354100,1,Aiqing Chen
4868,4868,59917,Zhu,Wang,,35265552800,1,Zhu Wang
4871,4871,59973,Yi,Jia,,36891168600,1,Yi Jia
4872,4872,59742,Lanyuan,Lu,,9940088000,1,Lanyuan Lu
4873,4873,215864,Michael,Avery,P,55480910400,0.928571429,Michael Avery
4876,4876,59774,Susanna,Neuhold,,37665848300,1,Susanna Neuhold
4877,4877,215862,Kimberley,Gallagher,J,41861553100,0.976744186,Kimberley J. Gallagher
4880,4880,59969,Alexandru,Cioaca,G,36701026700,0.972972973,Alexandru G. Cioaca
4882,4882,209572,Akshay,Gandhir,,35240438500,1,Akshay Gandhir
4889,4889,59694,Benjamin,Welton,R,37078395100,0.9375,Benjamin Welton
4890,4890,59847,Sergey,Starikov,V,25824490000,0.971428571,Sergey V. Starikov
4891,4891,59758,Thomas,Honaker-Schroeder,K,55352221200,0.981132075,Thomas K. Honaker-Schroeder
4892,4892,59816,Shawn,Rood,C,55204746500,0.923076923,Shawn C M Rood
4893,4893,59967,Ignasi,Palou Rivera,,55211126000,1,Ignasi Palou Rivera
4901,4901,59956,Jennifer,Morales,M,37021555400,0.941176471,Jennifer Morales
4905,4905,211513,Ritesh,Das,K,23388369400,0.96,Ritesh K. Das
4911,4911,211399,Carmen,Sigovan,M,45561897800,0.933333333,Carmen Sigovan
4912,4912,214374,Miso,Kim,,55769844800,1,Miso Kim
4913,4913,215858,Sabine,Gallagher,M,49963431700,0.941176471,Sabine Gallagher
4918,4918,217162,Sreeram,Cingarapu,,23034029200,1,Sreeram Cingarapu
4919,4919,216245,Cesar,Morales Verdejo,A,26028918100,0.936170213,Cesar A. Morales-Verdejo
4921,4921,217647,Shankar,Balasubramanian,,35749556900,1,Shankar Balasubramanian
4922,4922,217053,Chenjie,Yu,,42263339900,1,Chenjie Yu
4923,4923,216328,Qianfan,Wang,,54419235300,1,Qianfan Wang
4924,4924,216950,James,Ostrowski,A,55828150300,0.9375,James Ostrowski
4930,4930,218019,Michael,Lanci,P,9270747300,0.967741935,Michael P. Lanci
4932,4932,217634,Dongbin,Xu,,8505700200,1,Dongbin Xu
4934,4934,219547,John,Akerley,H,56007854000,0.923076923,John Akerley
4935,4935,218081,Vikesh,Napal,K,55693767300,0.923076923,Vikesh Napal
4936,4936,218082,Clement,Fauvel,M,55694558300,0.933333333,Clement Fauvel
4939,4939,218743,Yueh-Chieh,Chu,,54908824200,0.928571429,Yueh Chieh Chu
4942,4942,219793,Xiaoxing,Xia,,56157149600,1,Xiaoxing Xia
4944,4944,217828,Scott,Hofmann,M,55831178800,0.967741935,Scott M. Hofmann
4945,4945,218041,Matthieu,Audras,,55452423700,1,Matthieu Audras
4946,4946,217943,Hussameldin,Eltayeb,U,55416551100,0.95,Hussameldin Eltayeb
4949,4949,218891,Xi,Yang,,56520556900,1,Xi Yang
4958,4958,219186,Ashwin,Aji,M,25654519100,0.96,Ashwin M. Aji
4965,4965,219347,Feng,Ji,,42261602500,1,Feng Ji
4970,4970,219101,Devin,Matthews,A,23485863500,0.933333333,Devin Matthews
4972,4972,219400,Zofia,Gwarnicki,P,55871842700,0.971428571,Zofia P. Gwarnicki
4974,4974,219305,Zhaoyu,Luo,,36682782600,1,Zhaoyu Luo
4975,4975,218926,Dongjin,Kim,,56491695700,1,Dongjin Kim
4982,4982,218634,Megan,Buonaiuto,J,56518178900,0.9375,Megan Buonaiuto
5010,5010,219551,Brett,Robbins,A,26030552900,0.967741935,Brett A. Robbins
5011,5011,219464,Hina,Chaudhry,,39160913700,1,Hina Chaudhry
5012,5012,219352,Jiadong,Wang,,55589303800,1,Jiadong Wang
5017,5017,220015,Wen Wei,Ho,,55264070800,1,Wen Wei Ho
5018,5018,218784,Matthew,Medina,J,55360205500,0.96969697,Matthew J. Medina
5021,5021,219299,Alexandra,Carpen-Amarie,,36080542800,1,Alexandra Carpen-Amarie
5024,5024,219238,Justin,Fink,,55894683000,1,Justin Fink
5026,5026,219237,Alison,Ferris,,55830673800,1,Alison Ferris
5031,5031,219298,Brian,Banks,P,56007108500,0.962962963,Brian P. Banks
5035,5035,219006,Samuel,Duncan,,55830133400,1,Samuel Duncan
5048,5048,219309,James,Reed,A,42262745300,0.96,James A. Reed
5070,5070,219705,Travis,Dietz,C,56039636400,0.965517241,Travis C. Dietz
5083,5083,219308,Qingpeng,Nu,,55370070700,0.956521739,Qingpeng Niu
5100,5100,15427,James,Lyness,N,7005444157,0.965517241,James N. Lyness
5108,5108,31748,Rex,Gerald,E,55881930500,0.96,Rex E. Gerald
5110,5110,36247,Lisa,Paulius,,7004070284,1,Lisa Paulius
5114,5114,40578,Gustavious,Williams,P,8238653000,0.976744186,Gustavious P. Williams
5115,5115,40611,Kazimierz,Gofron,,6603610778,0.914285714,Kazimierz J. Gofron
5126,5126,49522,Yong,Yan,,56123374000,0.941176471,Yong Yang
5127,5127,49619,Cynthia,Kessel,R,55508426700,0.933333333,Cynthia Kessel
5128,5128,85225,Nadia,Leyarovska,E,6603093774,0.972972973,Nadia E. Leyarovska
5133,5133,51722,J.,Gibson,M,56199948400,0.956521739,J. M. Gibson
5139,5139,53156,Lee,Makowski,,7004872134,1,Lee Makowski
5142,5142,54020,Bernd,Kabius,C,7003782105,0.923076923,Bernd Kabius
5143,5143,54087,Suneeta,Mandava,,6601962353,1,Suneeta Mandava
5145,5145,54219,Samuel,Lang,J,55415205900,0.962962963,Samuel J. Lang
5146,5146,54307,Frank,Siebenlist,,15623658500,1,Frank Siebenlist
5147,5147,54706,William,Trimble,L,55072556300,0.971428571,William L. Trimble
5149,5149,64454,Xuesong,Jiao,,8669858900,1,Xuesong Jiao
5151,5151,64299,Jiong,Hua,,17341898200,1,Jiong Hua
5153,5153,55343,Sabeen,Ahmad,F,36627951400,0.965517241,Sabeen F. Ahmad
5154,5154,57549,Tao,Sun,,56420338600,1,Tao Sun
5156,5156,55476,Hao,Feng,,36056472100,1,Hao Feng
5157,5157,55420,Vladimir,Komanicky,,11240493200,1,Vladimir Komanicky
5158,5158,58723,Claudio,Ugalde,,9842572600,1,Claudio Ugalde
5161,5161,57198,Borja,Sotomayor,,15066057300,1,Borja Sotomayor
5171,5171,66851,Marina,Sofos,,6504278593,1,Marina Sofos
5175,5175,56428,Kristene,Henne,L,7003501879,0.96969697,Kristene L. Henne
5178,5178,56250,Paola,Bruno,,12802696400,1,Paola Bruno
5179,5179,56419,Yasmin,Chishti,,6602603454,1,Yasmin Chishti
5181,5181,56363,Dan,Negrut,,55933770000,1,Dan Negrut
5183,5183,67192,SangSoo,Kim,,55718792400,0.956521739,Sang Soo Kim
5184,5184,56601,Jonathan,Lighthall,C,23097932900,0.975609756,Jonathan C. Lighthall
5186,5186,56833,Jin,Xu,,55939796600,1,Jin Xu
5192,5192,56898,Jaewook,Shin,,56514428900,1,Jaewook Shin
5193,5193,58018,Loren,Wilson,J,55433505300,0.923076923,Loren Wilson
5194,5194,57062,Alexandra,Joshi Imre,,7006002959,0.95,Alexandra Joshi-Imre
5196,5196,57723,Jeffrey,Smith,G,34877654300,0.967741935,Jeffrey G. Smith
5197,5197,57406,Kathryn,Kosuda,M,36630464700,0.96969697,Kathryn M. Kosuda
5199,5199,57025,Daniel,Schreiber,K,22635599200,0.972972973,Daniel K. Schreiber
5204,5204,57150,Elizaveta,Nenasheva,,6603242926,1,Elizaveta Nenasheva
5205,5205,57300,Jeffrey,McMahon,M,23100413600,0.971428571,Jeffrey M. McMahon
5209,5209,57330,Jonathan,Breitzer,G,6505806527,0.974358974,Jonathan G. Breitzer
5212,5212,57839,Xiaowei,Dong,,55940646400,1,Xiaowei Dong
5213,5213,97200,Steven,Remsen,E,23973467200,0.928571429,Steven Remsen
5214,5214,97208,Jiahong,Liu,,36712170500,1,Jiahong Liu
5217,5217,57953,Narcizo,Souza-Neto,M,12781545200,0.975609756,Narcizo M. Souza-Neto
5219,5219,58093,Michael,Wahlstrom,A,36465856300,0.974358974,Michael A. Wahlstrom
5220,5220,57695,Muruganathan,Ramanathan,,22968393800,1,Muruganathan Ramanathan
5223,5223,81100,Shengqian,Ma,,56443085200,1,Shengqian Ma
5226,5226,59349,Vishwanath,Joshi,,40461514300,1,Vishwanath Joshi
5227,5227,57950,Neng,Guo,,7102597756,1,Neng Guo
5230,5230,57987,Kun,Chen,,36851398800,1,Kun Chen
5231,5231,57840,Sanghyun,Park,,55717276000,1,Sanghyun Park
5233,5233,81698,Jenny,Lockard,V,7005914929,0.967741935,Jenny V. Lockard
5234,5234,58047,Daniel,Buettner,S,25639450500,0.9375,Daniel Buettner
5237,5237,58101,Tiffany,Santos,S,12804069500,0.96969697,Tiffany S. Santos
5241,5241,59914,Paul,Frybarger,M,36482892900,0.96969697,Paul M. Frybarger
5242,5242,58248,Wei,Li,,56431360700,1,Wei Li
5244,5244,82094,Sumit,Garg,,55421589200,1,Sumit Garg
5246,5246,58259,Weiling,Deng,,8709492100,1,Weiling Deng
5247,5247,58272,Paul,Podsiadlo,,9842586500,1,Paul Podsiadlo
5248,5248,81974,Yusuf,Yusufoglu,,23135690800,1,Yusuf Yusufoglu
5250,5250,58499,Galyna,Krylova,,55061557200,1,Galyna Krylova
5251,5251,58273,Eric,Michaud,C,35748289200,0.965517241,Eric C. Michaud
5252,5252,58310,Ioan,Botiz,,16232659400,1,Ioan Botiz
5254,5254,58797,Maxim,Kharitonov,,9742692800,1,Maxim Kharitonov
5256,5256,58388,Yunxiang,Lu,,55506600000,1,Yunxiang Lu
5257,5257,58306,Antoine,Delorme,,55453444200,1,Antoine Delorme
5258,5258,58318,Daniel,Torres Rangel,,36969272000,0.95,Daniel Torres-Rangel
5259,5259,58334,Frank,Falcone,J,55679577800,0.967741935,Frank J. Falcone
5260,5260,58501,Xueliang,Yang,,36714710400,1,Xueliang Yang
5261,5261,58441,Zhen,Xie,,7402267053,1,Zhen Xie
5262,5262,58494,Hovhannes,Grigoryan,R,9277274800,0.976744186,Hovhannes R. Grigoryan
5263,5263,58476,Damien,Dambournet,,14068610300,1,Damien Dambournet
5264,5264,58439,DongHyun,Kim,,55574225789,0.96,Dong Hyun Kim
5266,5266,58373,Heather,Cole-Mullen,L,55347377800,0.95,Heather Cole-Mullen
5267,5267,58384,Michael,Smith,L,55698430000,0.928571429,Michael Smith
5271,5271,58635,Zhaoxia,Li,,55706988100,1,Zhaoxia Li
5272,5272,97461,Jennifer,Brulc,M,23992318600,0.96969697,Jennifer M. Brulc
5275,5275,58724,Seung,Yang,Y,7406945055,0.96,Seung Y. Yang
5279,5279,59200,Dingfei,Ai,,35434670000,1,Dingfei Ai
5283,5283,58822,Sarah,Hurst,J,25954049000,0.962962963,Sarah J. Hurst
5285,5285,58839,Man Jae,Kwon,,55964712900,1,Man Jae Kwon
5286,5286,58814,Jian,Dong,,55478014200,1,Jian Dong
5287,5287,58848,Gregory,Becht,A,14622187200,0.967741935,Gregory A. Becht
5290,5290,58853,Vijayalakshmi,Kalyanaraman,,55918841800,1,Vijayalakshmi Kalyanaraman
5291,5291,59375,Qing,Peng,,56423106300,1,Qing Peng
5293,5293,83614,Alon,Danon,,26028515900,1,Alon Danon
5294,5294,58821,Paolo,Sessi,,21740350400,1,Paolo Sessi
5295,5295,59660,Andrew,Johnson,A,7410014830,0.933333333,Andrew Johnson
5297,5297,58977,Yiliang,Wang,,55733899100,1,Yiliang Wang
5299,5299,59191,Alvin,Holder,A,7202243356,0.965517241,Alvin A. Holder
5300,5300,59050,Roberto,Anglani,,22133630700,1,Roberto Anglani
5303,5303,59178,Mihai,Alexe,,16306303400,1,Mihai Alexe
5305,5305,59060,Jiwei,Ma,,36698125300,1,Jiwei Ma
5317,5317,59420,Aleksandra,Petkovic,,22958136900,0.923076923,Aleksandra PetkoviÛˆ
5323,5323,59305,Jie,Lin,,55542009500,1,Jie Lin
5325,5325,59235,Alesia,Prakapenka,V,55062133800,0.944444444,Alesia Prakapenka
5326,5326,59459,Gang,Cheng,,56402087200,0.947368421,Gang Chen
5329,5329,59261,Zoran,Ristivojevic,,22959086500,1,Zoran Ristivojevic
5331,5331,59359,Siwen,Wang,,36132504300,1,Siwen Wang
5338,5338,59428,Hermann,Obermair,,54179608400,1,Hermann Obermair
5340,5340,59321,Desiree,White,K,16164444700,0.928571429,Desiree White
5341,5341,209725,Christian,Glinsvad,,36161070700,1,Christian Glinsvad
5343,5343,59884,Christina,Patrick,M,35085378800,0.974358974,Christina M. Patrick
5357,5357,59803,Peng,Zhang,,55547109765,1,Peng Zhang
5368,5368,59657,Sara,Bortot,,35317104600,1,Sara Bortot
5369,5369,97520,Xiaohui,Li,,54780169500,0.952380952,Xiaohui Liu
5373,5373,59583,Nathan,Liu,C,55171322600,0.909090909,Nathan Liu
5378,5378,59756,Yang,Zhou,,53980798500,0.941176471,Yang Zou
5381,5381,206646,Brian,Kleinfeldt,R,55656200800,0.972972973,Brian R. Kleinfeldt
5383,5383,59750,Jiaxin,Ning,,24822158100,1,Jiaxin Ning
5384,5384,59841,Tao,Zhu,,8575473800,0.933333333,Tao Zhou
5387,5387,59835,Rajat,Garg,,35085046700,1,Rajat Garg
5390,5390,59921,Fei,Zhao,,36683566600,1,Fei Zhao
5403,5403,59703,Nikolai,Dosev,D,48361065000,0.928571429,Nikolai Dosev
5405,5405,59704,Cortney,Dunmars,D,55276875800,0.9375,Cortney Dunmars
5418,5418,59652,Alexander,Schneider,M,56032665800,0.95,Alexander Schneider
5422,5422,59672,Rebecca,Thompson,S,55482296500,0.972972973,Rebecca S. Thompson
5428,5428,59981,Matthias,Maciaszek,J,36682956500,0.926829268,Matthias J. MacIaszek
5439,5439,59763,Yekaterina,Dribinsky,A,55893317700,0.952380952,Yekaterina Dribinsky
5489,5489,59798,Kyle,Peterson,E,55439376400,0.967741935,Kyle E. Peterson
5490,5490,59934,Rakhim,Rakhimov,R,7005848190,0.971428571,Rakhim R. Rakhimov
5495,5495,59885,Brian,Lockwood,A,36666780800,0.96969697,Brian A. Lockwood
5505,5505,210150,Samuel,Brinton,O,26655281600,0.933333333,Samuel Brinton
5509,5509,210265,John,Hamilton,E,55236861500,0.967741935,John E. Hamilton
5516,5516,59898,Cory,Hawkins,A,54913600600,0.965517241,Cory A. Hawkins
5538,5538,209446,David,Peterson,J,56396136000,0.909090909,David J. Paterson
5540,5540,55904,Carolyne,Yu,,12807854900,1,Carolyne Yu
5544,5544,57537,Steven,Cai,B,22984057900,0.96,Steven B. Cai
5546,5546,82962,John,Lazarz,D,38662818500,0.962962963,John D. Lazarz
5547,5547,57264,Alexander,Hryn,J,23967978500,0.96969697,Alexander J. Hryn
5563,5563,23518,Loren,Thompson,J,7403730348,0.96969697,Loren J. Thompson
5566,5566,27475,Fred,Stevens,J,12763836100,0.965517241,Fred J. Stevens
